"Description"	"Symbole"	"Titre"	"Sous-catégorie"	"Type"	"Acheteur"	"Vendeur"	"Clôture"	"Devise prix"	"RM (%)"	"Rend. éché. - Marché (%)"	"Exclu de la facturation"
"TRI CT SOC AME /S/N"	"AIM691"	"984186"	"Fonds d'actions américaines"	"3807250"	"6,391"	"6,391"	"6,391"	"CAD"	"n/d"	""	"Non"
"TRI D'INTERET /S/N"	"AIM1531"	"988506"	"Fonds de valeurs du marché monétaire canadien"	"3807850"	"10,000"	"10,000"	"10,000"	"CAD"	"0,05"	""	"Non"
"TRI D'INTERET/FR/S/N"	"AIM1535"	"988292"	"Fonds de valeurs du marché monétaire canadien"	"3807850"	"10,000"	"10,000"	"10,000"	"CAD"	"0,05"	""	"Non"
"TRI D'INTERT-SC /N"	"AIM1533"	"997602"	"Fonds de valeurs du marché monétaire canadien"	"3807850"	"10,000"	"10,000"	"10,000"	"CAD"	"0,05"	""	"Non"
"TRI DECVRT /S/N"	"AIM1661"	"998217"	"Autres titres"	"3807170"	"3,135"	"3,135"	"3,135"	"CAD"	"n/d"	""	"Non"
"TRI DECVRT-SC /N"	"AIM1663"	"998211"	"Autres titres"	"3807170"	"3,135"	"3,135"	"3,135"	"CAD"	"n/d"	""	"Non"
"TRI DEST CDN /S/N"	"AIM1551"	"997627"	"Fonds d'actions canadiennes"	"3807154"	"9,119"	"9,119"	"9,119"	"CAD"	"0,43"	""	"Non"
"TRI DEST MDL /S/N"	"AIM1591"	"998509"	"Fonds d'actions globales"	"3807510"	"10,567"	"10,567"	"10,567"	"CAD"	"0,35"	""	"Non"
"TRI DEST MDL-SC /N"	"AIM1593"	"998498"	"Fonds d'actions globales"	"3807510"	"10,567"	"10,567"	"10,567"	"CAD"	"0,35"	""	"Non"
"TRI DEST NA /S/N"	"AIM501"	"995243"	"Fonds d'actions nord-américaines"	"3807350"	"7,125"	"7,125"	"7,125"	"CAD"	"0,20"	""	"Non"
"TRI DEST NA /FR/N"	"AIM505"	"979299"	"Fonds d'actions nord-américaines"	"3807350"	"7,125"	"7,125"	"7,125"	"CAD"	"0,20"	""	"Non"
"TRI ECHNG INTRT /S/N"	"AIM1631"	"997644"	"Fonds de valeurs du marché monétaire canadien"	"3807850"	"10,000"	"10,000"	"10,000"	"CAD"	"0,05"	""	"Non"
"TRI EQL SEL /S/N"	"AIM1571"	"997645"	"Fonds de placement équilibré"	"3807155"	"8,977"	"8,977"	"8,977"	"CAD"	"0,23"	""	"Non"
"TRI EQL SEL-SC /N"	"AIM1573"	"997724"	"Fonds de placement équilibré"	"3807155"	"8,977"	"8,977"	"8,977"	"CAD"	"0,23"	""	"Non"
"TRI EURO + /S/N"	"AIM1671"	"993454"	"Fonds d'actions européennes"	"3807450"	"7,092"	"7,092"	"7,092"	"CAD"	"1,46"	""	"Non"
"TRI INTL SOC /N"	"AIM1733"	"980370"	"Fonds d'actions internationales"	"3807300"	"4,516"	"4,516"	"4,516"	"CAD"	"1,74"	""	"Non"
"TRI INTL SOC /S/N"	"AIM1731"	"980372"	"Fonds d'actions internationales"	"3807300"	"4,516"	"4,516"	"4,516"	"CAD"	"1,74"	""	"Non"
"TRI INTL SOC /FR/S/N"	"AIM1735"	"988325"	"Fonds d'actions internationales"	"3807300"	"4,516"	"4,516"	"4,516"	"CAD"	"1,74"	""	"Non"
"TRI MDL OBL R/E /N"	"AIM1763"	"980364"	"Fonds de valeurs à revenu fixe"	"3807680"	"3,937"	"3,937"	"3,937"	"CAD"	"3,75"	""	"Non"
"TRI MDL OBL R/E /S/N"	"AIM1761"	"980366"	"Fonds de valeurs à revenu fixe"	"3807680"	"3,937"	"3,937"	"3,937"	"CAD"	"3,75"	""	"Non"
"TRI MDL OBL R/E/FR/N"	"AIM1765"	"988676"	"Fonds de valeurs à revenu fixe"	"3807680"	"3,937"	"3,937"	"3,937"	"CAD"	"3,75"	""	"Non"
"TRI OBL AVNTG /S/N"	"AIM1641"	"997970"	"Fonds de valeurs à revenu fixe"	"3807680"	"4,834"	"4,834"	"4,834"	"CAD"	"0,00"	""	"Non"
"TRI OBL AVNTG-SC /N"	"AIM1643"	"997969"	"Fonds de valeurs à revenu fixe"	"3807680"	"4,834"	"4,834"	"4,834"	"CAD"	"4,29"	""	"Non"
"TRI OBL AVNTG/FR/S/N"	"AIM1645"	"988312"	"Fonds de valeurs à revenu fixe"	"3807680"	"4,834"	"4,834"	"4,834"	"CAD"	"4,29"	""	"Non"
"TRI OBL CDN /S/N"	"AIM1651"	"997968"	"Fonds d'obligations canadiennes et fonds à revenu"	"3807700"	"6,062"	"6,062"	"6,062"	"CAD"	"3,50"	""	"Non"
"TRI OBL CDN /FR/S/N"	"AIM1655"	"988690"	"Fonds d'obligations canadiennes et fonds à revenu"	"3807700"	"6,062"	"6,062"	"6,062"	"CAD"	"3,50"	""	"Non"
"TRI OBL CDN-SC /N"	"AIM1653"	"997967"	"Fonds d'obligations canadiennes et fonds à revenu"	"3807700"	"6,062"	"6,062"	"6,062"	"CAD"	"3,50"	""	"Non"
"TRI REV DVSF-T8 /N"	"AIM313"	"994375"	"Fonds d'actions canadiennes"	"3807155"	"3,203"	"3,203"	"3,203"	"CAD"	"8,02"	""	"Non"
"TRI REV DVSF-T8 /S/N"	"AIM311"	"994374"	"Fonds de placement équilibré"	"3807155"	"3,203"	"3,203"	"3,203"	"CAD"	"0,00"	""	"Non"
"TRI REV DVSF-T8/FR/N"	"AIM315"	"979284"	"Fonds d'actions canadiennes"	"3807155"	"3,203"	"3,203"	"3,203"	"CAD"	"8,02"	""	"Non"
"TRI REV T/V /S/N"	"AIM1231"	"966001"	"Fonds de valeurs à revenu fixe"	"3807950"	"8,040"	"8,040"	"8,040"	"CAD"	"2,99"	""	"Non"
"TRI REV T/V /FR/S/N"	"AIM1235"	"966002"	"Fonds de valeurs à revenu fixe"	"3807950"	"8,040"	"8,040"	"8,040"	"CAD"	"2,99"	""	"Non"
"TRI REV T/V-SC /N"	"AIM1233"	"966000"	"Fonds de valeurs à revenu fixe"	"3807950"	"8,040"	"8,040"	"8,040"	"CAD"	"2,99"	""	"Non"
"TRI RSP GL H/Y BND/N"	"AIM1903"	"971817"	"Fonds de valeurs à revenu fixe"	"3807680"	"5,740"	"5,740"	"5,740"	"CAD"	"n/d"	""	"Non"
"TRI RSP SEL GW /D/N"	"AIM1721"	"982699"	"Fonds d'actions globales"	"3807500"	"5,563"	"5,563"	"5,563"	"CAD"	"n/d"	""	"Non"
"TRI RSP US COS /N"	"AIM1893"	"971813"	"Fonds d'actions américaines"	"3807250"	"4,782"	"4,782"	"4,782"	"CAD"	"n/d"	""	"Non"
"TRI RSP US COS /D/N"	"AIM1891"	"971814"	"Fonds d'actions américaines"	"3807250"	"4,782"	"4,782"	"4,782"	"CAD"	"n/d"	""	"Non"
"TRI SCI SNT MDL /N"	"AIM802"	"980930"	"Fonds d'actions globales"	"3807630"	"11,691"	"11,691"	"11,691"	"CAD"	"n/d"	""	"Non"
"TRI SCI SNT MDL /N"	"AIM573"	"994372"	"Fonds d'actions globales"	"3807630"	"5,686"	"5,686"	"5,686"	"CAD"	"n/d"	""	"Non"
"TRI SCI SNT MDL /S/N"	"AIM803"	"980931"	"Fonds d'actions globales"	"3807630"	"11,691"	"11,691"	"11,691"	"CAD"	"n/d"	""	"Non"
"TRI SCI SNT MDL /S/N"	"AIM571"	"994370"	"Fonds d'actions globales"	"3807630"	"5,686"	"5,686"	"5,686"	"CAD"	"n/d"	""	"Non"
"TRI SCI SNT MDU$/S/N"	"AIM572"	"994371"	"Fonds d'actions globales"	"3807630"	"5,372"	"5,372"	"5,372"	"USD"	"n/d"	""	"Non"
"TRI SOC AM U$/FR/S/N"	"AIM1746"	"988329"	"Fonds d'actions américaines"	"3807250"	"4,236"	"4,236"	"4,236"	"USD"	"n/d"	""	"Non"
"TRI SOC AME /N"	"AIM1743"	"980374"	"Fonds d'actions américaines"	"3807250"	"4,483"	"4,483"	"4,483"	"CAD"	"n/d"	""	"Non"
"TRI SOC AME /S/N"	"AIM1741"	"980376"	"Fonds d'actions américaines"	"3807250"	"4,483"	"4,483"	"4,483"	"CAD"	"n/d"	""	"Non"
"TRI SOC AME /FR/S/N"	"AIM1745"	"988327"	"Fonds d'actions américaines"	"3807250"	"4,483"	"4,483"	"4,483"	"CAD"	"n/d"	""	"Non"
"TRI TECH MDL /S/N"	"AIM123"	"980976"	"Autres titres"	"3807170"	"8,869"	"8,869"	"8,869"	"CAD"	"n/d"	""	"Non"
"TRI TECH MDL /FR/S/N"	"AIM124"	"980967"	"Autres titres"	"3807170"	"8,869"	"8,869"	"8,869"	"CAD"	"n/d"	""	"Non"
"TRI TECH MDL-SC /N"	"AIM122"	"980973"	"Autres titres"	"3807170"	"8,869"	"8,869"	"8,869"	"CAD"	"n/d"	""	"Non"
"TRI-WHITE CORP *"	"TWH"	"682561"	"Actions ordinaires"	"330"	"5,860"	"6,240"	"5,860"	"CAD"	"4,10"	""	"Non"
"TRIANGLE MULTI SVCS CORP"	"TMS"	"681320"	"Actions ordinaires"	"330"	"0,005"	"0,050"	"0,005"	"CAD"	"n/d"	""	"Non"
"TRIAX CARTS III T/U *"	"TXZ.UN"	"681476"	"Autres titres"	"3308001"	"20,000"	"20,000"	"0,000"	"CAD"	"1,25"	""	"Non"
"TRIAX CARTS TECH T/U *"	"TXR.UN"	"681474"	"Fiducies de redevances"	"3308001"	"18,500"	"19,150"	"18,500"	"CAD"	"n/d"	""	"Non"
"TRIAX CARTS-RED-T/U *"	"TXK.UN"	"681473"	"Fiducies de redevances"	"3308001"	"21,125"	"21,125"	"0,000"	"CAD"	"n/d"	""	"Non"
"TRIAX DIVF HIGH-YIELD T/U"	"TRH.UN"	"681472"	"Fiducies Obligataires"	"3308001"	"12,060"	"12,280"	"12,280"	"CAD"	"6,84"	""	"Non"
"TRIAX RESOURCE -LPU- *"	"TRF.UN"	"681494"	"Actions ordinaires"	"3308002"	"0,000"	"0,000"	"0,000"	"CAD"	"n/d"	""	"Non"
"TRIBUNE COMPANY *"	"TRB"	"681940"	"Actions ordinaires"	"330"	"33,980"	"34,000"	"33,980"	"USD"	"2,12"	""	"Non"
"TRICAN WELL SERVICE LTD"	"TCW"	"681941"	"Actions ordinaires"	"315"	"14,730"	"14,850"	"14,760"	"CAD"	"0,68"	""	"Non"
"TRILLIUM WOOD GOLF CLB-PF"	""	"682405"	"Actions privilégiées"	"3108011"	"1,200"	"1,200"	"0,000"	"CAD"	"n/d"	""	"Non"
"TRILOGY ENERGY TRUST T/U"	"TET.UN"	"682278"	"Fiducies de redevances"	"3308001"	"8,500"	"8,510"	"8,500"	"CAD"	"7,06"	""	"Non"
"TRIMARK CDN FND"	"AIM1523C"	"997598"	"Fonds d'actions canadiennes"	"3807150"	"16,870"	"16,870"	"16,870"	"CAD"	"n/d"	""	"Non"
"TRIMARK FD"	"AIM1513C"	"997599"	"Fonds d'actions globales"	"3807500"	"28,538"	"28,538"	"28,538"	"CAD"	"n/d"	""	"Non"
"TRIMARK INCM GWTH"	"AIM1543C"	"997603"	"Fonds de placement équilibré"	"3807550"	"8,879"	"8,879"	"8,879"	"CAD"	"n/d"	""	"Non"
"TRIMARK INTEREST"	"AIM1533C"	"997601"	"Fonds de valeurs du marché monétaire canadien"	"3807850"	"10,000"	"10,000"	"10,000"	"CAD"	"n/d"	""	"Non"
"TRIMARK RSP EQTY /D"	"AIM1551C"	"997628"	"Fonds d'actions canadiennes"	"3807150"	"7,788"	"7,788"	"7,788"	"CAD"	"n/d"	""	"Non"
"TRIMARK SER-A /N"	"AIM6513"	"926903"	"Fonds d'actions globales"	"3807500"	"24,684"	"24,684"	"24,684"	"CAD"	"n/d"	""	"Non"
"TRIMARK SER-A /S/N"	"AIM1511"	"980368"	"Fonds d'actions globales"	"3807500"	"24,684"	"24,684"	"24,684"	"CAD"	"0,87"	""	"Non"
"TRIMARK SER-A/FR/S/N"	"AIM1515"	"988321"	"Fonds d'actions globales"	"3807500"	"24,684"	"24,684"	"24,684"	"CAD"	"0,87"	""	"Non"
"TRIMARK U$ /S/N"	"AIM1512"	"980369"	"Fonds d'actions globales"	"3807500"	"23,321"	"23,321"	"23,321"	"USD"	"0,75"	""	"Non"
"TRIMARK U$-SC /N"	"AIM1514"	"997881"	"Fonds d'actions globales"	"3807500"	"22,557"	"22,557"	"22,557"	"USD"	"0,49"	""	"Non"
"TRIMARK-SC /N"	"AIM1513"	"997597"	"Fonds d'actions globales"	"3807500"	"23,875"	"23,875"	"23,875"	"CAD"	"0,49"	""	"Non"
"TRIN DRILL CV 7.75%31JL12"	"TDG.DB"	"X18879"	"Débentures convertibles"	"2756000"	"102,660"	"103,350"	"103,000"	"CAD"	"7,52"	"6,604574"	"Non"
"TRINA SOLAR LTD SP/ADR"	"TSL"	"682857"	"Actions ordinaires"	"3158000"	"21,560"	"21,570"	"21,610"	"USD"	"n/d"	""	"Non"
"TRINI ENGY CV7.75%31JL12*"	"TDG.DB"	"X18877"	"Débentures convertibles"	"2756000"	"96,750"	"97,000"	"96,750"	"CAD"	"8,01"	"9,032814"	"Non"
"TRINIDAD DRILLING LTD"	"TDG"	"682723"	"Actions ordinaires"	"315"	"7,190"	"7,240"	"7,230"	"CAD"	"2,77"	""	"Non"
"TRINITY ENERGY INC"	""	"682465"	"Actions ordinaires"	"3308011"	"0,000"	"0,000"	"0,000"	"CAD"	"n/d"	""	"Non"
"TRINITY INDUSTRIES"	"TRN"	"682427"	"Actions ordinaires"	"315"	"16,770"	"16,790"	"16,770"	"USD"	"1,91"	""	"Non"
"TRINITY PLUMAS CAP CORP *"	"TPCAF"	"682557"	"Actions ordinaires"	"330"	"0,600"	"0,640"	"0,640"	"CAD"	"n/d"	""	"Non"
"TRISTAR OIL & GAS LTD *"	"TOG"	"683332"	"Actions ordinaires"	"315"	"16,720"	"16,730"	"16,730"	"CAD"	"n/d"	""	"Non"
"TRIZEC CB6-CV U$3%29JA21*"	"TZC.DB.V"	"X19571"	"Débentures convertibles"	"2756000"	"97,000"	"99,990"	"0,000"	"USD"	"3,09"	"3,327620"	"Non"
"TROIS RIV ICS 4% 3OC11"	""	"Q77319"	"Obligations municipales & para-gouvernementales"	"2601411"	"103,426"	"103,426"	"103,426"	"CAD"	"3,87"	"1,924689"	"Non"
"TROIS RIV ICS 3.9% 24AV10"	""	"Q77327"	"Obligations municipales & para-gouvernementales"	"2601411"	"100,709"	"100,709"	"100,709"	"CAD"	"3,87"	"0,983497"	"Non"
"TROIS RIV ICS 4.05%24AV13"	""	"Q77330"	"Obligations municipales & para-gouvernementales"	"2601411"	"103,961"	"103,961"	"103,961"	"CAD"	"3,90"	"2,764069"	"Non"
"TROIS RIV ICS 4.3% 22JL10"	""	"Q77255"	"Obligations municipales & para-gouvernementales"	"2601411"	"101,640"	"101,640"	"101,640"	"CAD"	"4,23"	"0,948820"	"Non"
"TROIS RIV ICS 4.35%16OC12"	""	"Q77339"	"Obligations municipales & para-gouvernementales"	"2601411"	"104,860"	"104,860"	"104,860"	"CAD"	"4,15"	"2,491309"	"Non"
"TROIS RIV ICS 4.7% 10MI16"	""	"Q77314"	"Obligations municipales & para-gouvernementales"	"2601411"	"105,016"	"105,016"	"105,016"	"CAD"	"4,48"	"3,795110"	"Non"
"TROIS RIV ICS 4.7% 22JL12"	""	"Q77257"	"Obligations municipales & para-gouvernementales"	"2601411"	"105,661"	"105,661"	"105,661"	"CAD"	"4,45"	"2,347576"	"Non"
"TROIS RIV ICS 4.75%16OC17"	""	"Q77344"	"Obligations municipales & para-gouvernementales"	"2601411"	"103,533"	"103,533"	"103,533"	"CAD"	"4,59"	"4,208455"	"Non"
"TROIS RIV ICS 4.75%20AV15"	""	"Q77294"	"Obligations municipales & para-gouvernementales"	"2601411"	"105,986"	"105,986"	"105,986"	"CAD"	"4,48"	"3,487665"	"Non"
"TROIS RIV ICS 5.2% 15OC12"	""	"Q77243"	"Obligations municipales & para-gouvernementales"	"2601411"	"107,073"	"107,073"	"107,073"	"CAD"	"4,86"	"2,492592"	"Non"
"TROPHY RESOURCES INC *"	""	"683146"	"Actions ordinaires"	"330"	"1,780"	"1,780"	"1,780"	"CAD"	"n/d"	""	"Non"
"TROPIKA INTL LTD"	""	"683162"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"n/d"	""	"Non"
"TROUTLINE INVESTMENTS IN*"	"TXX"	"652759"	"Actions ordinaires"	"330"	"0,315"	"0,325"	"0,320"	"CAD"	"n/d"	""	"Non"
"TRP NT CORP CAP SHS"	"TP"	"683341"	"Actions ordinaires"	"3308005"	"8,650"	"9,100"	"0,000"	"CAD"	"0,00"	""	"Non"
"TRUE ENERGY INC T/U *"	"TUI.UN"	"683393"	"Fiducies de redevances"	"3308001"	"1,550"	"1,570"	"1,570"	"CAD"	"15,29"	""	"Non"
"TRUE ENGY CV 7.5% 30JN1*"	"TUI.DB"	"T18882"	"Débentures convertibles"	"2756000"	"95,530"	"95,530"	"95,530"	"CAD"	"7,85"	"10,950393"	"Non"
"TRUE NORTH CORP *"	"TN"	"683267"	"Actions ordinaires"	"330"	"0,025"	"0,030"	"0,025"	"CAD"	"n/d"	""	"Non"
"TRUE RELIGION APPAREL INC"	"TRLG"	"683479"	"Actions ordinaires"	"315"	"19,560"	"19,580"	"19,550"	"USD"	"n/d"	""	"Non"
"TRUEBLUE INC"	"TBI"	"659166"	"Actions ordinaires"	"315"	"15,240"	"15,250"	"15,260"	"USD"	"n/d"	""	"Non"
"TRUESTAR PETROLEUM CORP"	"TPC"	"683306"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"n/d"	""	"Non"
"TRUSTCO DESJARDINS INC"	""	"683355"	"Actions ordinaires"	"330"	"2,250"	"2,250"	"0,000"	"CAD"	"4,44"	""	"Non"
"TSO3 INC"	"TOS"	"652769"	"Actions ordinaires"	"330"	"1,550"	"1,590"	"1,550"	"CAD"	"n/d"	""	"Non"
"TUDOR CORPORATION LTD"	"TDR"	"683636"	"Actions ordinaires"	"330"	"0,200"	"0,230"	"0,210"	"CAD"	"n/d"	""	"Non"
"TUMBLEWEED COMM CORP *"	"TMWD"	"683666"	"Actions ordinaires"	"330"	"2,380"	"2,390"	"2,390"	"USD"	"n/d"	""	"Non"
"TUNDRA SEMICONDUCTOR COR*"	"TUN"	"684122"	"Actions ordinaires"	"330"	"6,250"	"6,270"	"6,250"	"CAD"	"n/d"	""	"Non"
"TUPPERWARE BRANDS CORP"	"TUP"	"683720"	"Actions ordinaires"	"315"	"42,500"	"42,520"	"42,540"	"USD"	"2,35"	""	"Non"
"TURKCELL ILET HIZ ADR"	"TKC"	"684143"	"Actions ordinaires"	"3158000"	"19,150"	"19,170"	"19,190"	"USD"	"4,22"	""	"Non"
"TVA GROUP INC CL-B NV"	"TVA.B"	"652878"	"Actions ordinaires"	"330"	"13,610"	"13,990"	"14,000"	"CAD"	"1,43"	""	"Non"
"TVI PACIFIC INC"	"TVI"	"652721"	"Actions ordinaires"	"330"	"0,105"	"0,110"	"0,105"	"CAD"	"n/d"	""	"Non"
"TVX GOLD INC *"	""	"652729"	"Actions ordinaires"	"330"	"2,850"	"2,850"	"0,000"	"CAD"	"n/d"	""	"Non"
"TWIN BUTTE ENERGY"	"TBE"	"685275"	"Actions ordinaires"	"330"	"1,230"	"1,250"	"1,250"	"CAD"	"n/d"	""	"Non"
"TWIN RICHFIELD OILS B SV*"	""	"685502"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"n/d"	""	"Non"
"TXU CORP *"	"TXU"	"652889"	"Actions ordinaires"	"3308008"	"69,230"	"69,240"	"69,240"	"USD"	"2,50"	""	"Non"
"TYCO INTL LTD *"	"TYC"	"685786"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"USD"	"n/d"	""	"Non"
"TYCO INTL LTD *"	"TYC"	"685833"	"Actions ordinaires"	"330"	"19,080"	"19,130"	"19,130"	"USD"	"4,18"	""	"Non"
"U MCGILL ICS 5.7% 15FV12"	""	"H50369"	"Obligations municipales & para-gouvernementales"	"2601421"	"107,240"	"107,240"	"107,240"	"CAD"	"5,32"	"2,085333"	"Non"
"U.S. BANCORP"	"USB"	"699076"	"Actions ordinaires"	"315"	"24,810"	"24,820"	"24,810"	"USD"	"0,81"	""	"Non"
"U.S. WIRELESS CORP"	"USWCQ"	"700975"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"USD"	"n/d"	""	"Non"
"UBS AG REG SHS"	"UBS"	"688321"	"Actions ordinaires"	"315"	"14,150"	"14,170"	"14,140"	"USD"	"12,91"	""	"Non"
"UBS AG REG SHS *"	"UBS"	"688280"	"Actions ordinaires"	"315"	"52,726"	"52,726"	"52,726"	"USD"	"0,93"	""	"Non"
"UBS GLOBAL ALLOCATION T/U"	"GAT.UN"	"688300"	"Autres titres"	"3308001"	"5,250"	"5,550"	"5,250"	"CAD"	"9,52"	""	"Non"
"UE WATERHEATER INC FD T/*"	"UWH.UN"	"685942"	"Fiducies de redevances"	"3308001"	"22,960"	"22,970"	"22,980"	"CAD"	"0,00"	""	"Non"
"UEX CORPORATION"	"UEX"	"685943"	"Actions ordinaires"	"315"	"1,130"	"1,140"	"1,130"	"CAD"	"n/d"	""	"Non"
"UGANDA GOLD MINING LTD *"	"UGM"	"686484"	"Actions ordinaires"	"330"	"0,100"	"0,120"	"0,100"	"CAD"	"n/d"	""	"Non"
"ULTRA PETROLEUM CORP"	"UPL"	"686508"	"Actions ordinaires"	"315"	"50,460"	"50,480"	"50,450"	"USD"	"n/d"	""	"Non"
"ULTRALIFE CORP"	"ULBI"	"686498"	"Actions ordinaires"	"315"	"4,560"	"4,570"	"4,570"	"USD"	"n/d"	""	"Non"
"ULTRAMAR DIAMOND SHAMROC*"	""	"686555"	"Actions ordinaires"	"330"	"49,500"	"49,500"	"0,000"	"USD"	"0,00"	""	"Non"
"UNDER ARMOUR INC-A"	"UARM"	"686682"	"Actions ordinaires"	"315"	"26,520"	"26,530"	"26,540"	"USD"	"n/d"	""	"Non"
"UNI MCGILL ICS 4% 24NV11"	""	"H49954"	"Obligations municipales & para-gouvernementales"	"2601421"	"103,608"	"103,608"	"103,608"	"CAD"	"3,86"	"1,980118"	"Non"
"UNI MCGILL ICS4.05%27MI12"	""	"H49951"	"Obligations municipales & para-gouvernementales"	"2601421"	"104,071"	"104,071"	"104,071"	"CAD"	"3,89"	"2,250935"	"Non"
"UNI-SELECT INC"	"UNS"	"687018"	"Actions ordinaires"	"330"	"30,000"	"30,360"	"30,390"	"CAD"	"1,53"	""	"Non"
"UNIBANCO-UNIAO DE BAN GD*"	"UBB"	"686802"	"Actions ordinaires"	"315"	"62,890"	"63,220"	"63,220"	"USD"	"n/d"	""	"Non"
"UNICORP INC CL-A *"	""	"687090"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"n/d"	""	"Non"
"UNIGESCO INC CL B L *"	""	"687048"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"n/d"	""	"Non"
"UNIGLOBE.COM INC-B-"	"UGTRF"	"687137"	"Actions ordinaires"	"330"	"0,005"	"0,009"	"0,005"	"USD"	"n/d"	""	"Non"
"UNILEVER N V N.Y SH"	"UN"	"687153"	"Actions ordinaires"	"315"	"31,150"	"31,160"	"31,150"	"USD"	"2,54"	""	"Non"
"UNILEVER PLC ADR"	"UL"	"687135"	"Actions ordinaires"	"3158000"	"31,050"	"31,070"	"31,050"	"USD"	"n/d"	""	"Non"
"UNION ELECTRIC CO"	"UEP"	"688622"	"Actions ordinaires"	"330"	"43,250"	"43,250"	"43,250"	"USD"	"0,00"	""	"Non"
"UNION GAS 7.2% 1JN10"	""	"X26259"	"Obligations corporatives"	"2606000"	"102,215"	"102,215"	"102,215"	"CAD"	"7,04"	"0,824271"	"Non"
"UNION GAS LTD 6%PFD SER-B"	"UNG.PR.D"	"688861"	"Actions privilégiées perpétuelles à taux fixe"	"310"	"50,000"	"52,500"	"50,000"	"CAD"	"6,00"	""	"Non"
"UNION PACIFIC CORP"	"UNP"	"689653"	"Actions ordinaires"	"315"	"63,750"	"63,760"	"63,750"	"USD"	"1,69"	""	"Non"
"UNION PLANTERS CORP *"	"UPC"	"689654"	"Actions ordinaires"	"315"	"29,810"	"29,890"	"29,810"	"USD"	"0,00"	""	"Non"
"UNIQUE BROADBAND SYSTEMS"	"UBS"	"690102"	"Actions ordinaires"	"330"	"0,115"	"0,120"	"0,115"	"CAD"	"n/d"	""	"Non"
"UNIREX CORPORATION"	"URTXF"	"690112"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"USD"	"n/d"	""	"Non"
"UNISYS CORP *"	"UIS"	"690135"	"Actions ordinaires"	"315"	"2,610"	"2,620"	"2,620"	"USD"	"n/d"	""	"Non"
"UNITEC INTL CONTROLS CORP"	"UICCF"	"696721"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"USD"	"n/d"	""	"Non"
"UNITED CORPORATIONS LTD"	"UNC"	"693700"	"Fonds à capitalisation fermée: Actions"	"330"	"47,320"	"47,900"	"47,500"	"CAD"	"1,68"	""	"Non"
"UNITED DOMINION INDS LTD*"	""	"694610"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"n/d"	""	"Non"
"UNITED GLOBAL PETE INC *"	""	"695725"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"n/d"	""	"Non"
"UNITED HEALTH GROUP INC"	"UNH"	"696401"	"Actions ordinaires"	"315"	"33,000"	"33,010"	"33,000"	"USD"	"0,09"	""	"Non"
"UNITED INDUSTRIAL SVCS"	""	"692680"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"n/d"	""	"Non"
"UNITED KENO HILL MINES"	"UKENF"	"696906"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"USD"	"0,00"	""	"Non"
"UNITED MICROELECT ADR-NEW"	"UMC"	"697125"	"Actions ordinaires"	"3158000"	"3,900"	"3,910"	"3,940"	"USD"	"n/d"	""	"Non"
"UNITED PARCEL SERVICE-B"	"UPS"	"697921"	"Actions ordinaires"	"315"	"58,760"	"58,790"	"58,750"	"USD"	"3,06"	""	"Non"
"UNITED RENTALS INC"	"URI"	"698302"	"Actions ordinaires"	"315"	"8,610"	"8,620"	"8,620"	"USD"	"n/d"	""	"Non"
"UNITED STATES OIL FUND LP"	"USO"	"701060"	"Matières premières"	"3158002"	"36,810"	"36,830"	"36,810"	"USD"	"n/d"	""	"Non"
"UNITED STATES STL CRP"	"X"	"686436"	"Actions ordinaires"	"315"	"56,240"	"56,260"	"56,230"	"USD"	"0,36"	""	"Non"
"UNITED TEX-SOL MINES INC*"	"UTX.A"	"701561"	"Actions ordinaires"	"330"	"0,175"	"0,195"	"0,175"	"CAD"	"n/d"	""	"Non"
"UNITED UTILITIES PLC ADS*"	"UU"	"698580"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"28,450"	"USD"	"n/d"	""	"Non"
"UNITED UTILS GRP PLC ADR"	"UUGRY"	"698581"	"Actions ordinaires"	"3308000"	"16,050"	"16,050"	"16,050"	"USD"	"n/d"	""	"Non"
"UNITS-ADVITECH INC"	""	"840541"	"Autres titres"	"420"	"0,120"	"0,120"	"0,120"	"CAD"	"n/d"	""	"Non"
"UNITS-ANDROMED INC"	""	"840075"	"Autres titres"	"420"	"2,250"	"0,000"	"0,000"	"CAD"	"n/d"	""	"Non"
"UNITS-BAFFINLAND F/T TBA"	""	"840568"	"Autres titres"	"420"	"0,550"	"0,550"	"0,550"	"CAD"	"n/d"	""	"Non"
